dsc_cidade,nota,data_ref
"Sarutaiá","4.9633716911761","2011-12-31"
"Porto Lucena","7.60710549660684","2011-12-31"
"Vassouras","7.2845370366261","2011-12-31"
"Castro Alves","4.60708133896394","2011-12-31"
"Glorinha","10","2011-12-31"
"Crissiumal","6.10795283540658","2011-12-31"
"São Pedro","10","2011-12-31"
"Luís Eduardo Magalhães","10","2011-12-31"
"Cajati","10","2011-12-31"
"Fortuna de Minas","10","2011-12-31"
"Santana da Boa Vista","5.04965659569855","2011-12-31"
"Colméia","6.04338259347995","2011-12-31"
"General Carneiro","10","2011-12-31"
"Formoso","5.69732488443941","2011-12-31"
"Bernardo Sayão","8.56404863463433","2011-12-31"
"Santa Rosa de Goiás","5.78061667684422","2011-12-31"
"Ituporanga","9.2707826148336","2011-12-31"
"Puxinanã","8.52757738599598","2011-12-31"
"Fênix","7.40459980286701","2011-12-31"
"Perolândia","8.65499810627755","2011-12-31"
"Itatiba","10","2011-12-31"
"Bom Princípio do Piauí","5.90029695391239","2011-12-31"
"Campos do Jordão","10","2011-12-31"
"Monte Negro","6.08340384555258","2011-12-31"
"Barro","6.58842116375357","2011-12-31"
"Quixabá","9.57379954117695","2011-12-31"
"Feira Nova","7.35933705224604","2011-12-31"
"Vicente Dutra","6.30116693666984","2011-12-31"
"Mucajaí","8.01662111259257","2011-12-31"
"Barro Alto","6.34718503961862","2011-12-31"
"Capão do Cipó","9.21357618500089","2011-12-31"
"Castelo do Piauí","7.28736827787882","2011-12-31"
"Birigui","10","2011-12-31"
"Itaiópolis","9.34175294512424","2011-12-31"
"Correntina","4.21164950480161","2011-12-31"
"Itaberá","8.02237849593401","2011-12-31"
"Madalena","7.79187732076045","2011-12-31"
"Cláudio","6.17843903617377","2011-12-31"
"São Domingos das Dores","7.75054276042614","2011-12-31"
"Olho d'Água","8.0300475247817","2011-12-31"
"Quixeramobim","6.60240012211842","2011-12-31"
"Governador Archer","4.93819699668545","2011-12-31"
"Pitimbu","8.09716886145859","2011-12-31"
"Coaraci","5.56356745971065","2011-12-31"
"Piritiba","5.77756318860195","2011-12-31"
"Garrafão do Norte","5.77827415696723","2011-12-31"
"Ribeirãozinho","4.00913896273282","2011-12-31"
"Portalegre","3.94548226450632","2011-12-31"
"São José do Campestre","5.8356324332877","2011-12-31"
"Monteirópolis","7.04142153401516","2011-12-31"
"Prado Ferreira","5.66688421882235","2011-12-31"
"Bom Jesus do Sul","8.77735182216888","2011-12-31"
"Morpará","6.12732250968701","2011-12-31"
"Encanto","5.16512248805094","2011-12-31"
"Alto do Rodrigues","8.90997238312732","2011-12-31"
"Oliveira","10","2011-12-31"
"Buíque","5.86923396125999","2011-12-31"
"Paraipaba","10","2011-12-31"
"Passagem","8.423062074334","2011-12-31"
"Entre Rios","10","2011-12-31"
"Betânia","7.18843761340464","2011-12-31"
"Marcolândia","5.57776239391071","2011-12-31"
"Faxinal dos Guedes","9.57225283538065","2011-12-31"
"Amaturá","8.0740449961489","2011-12-31"
"Paracuru","7.18685812967459","2011-12-31"
"São Miguel do Tapuio","5.99368993527467","2011-12-31"
"São Pedro da Serra","10","2011-12-31"
"Ribeira do Pombal","7.86083256977488","2011-12-31"
"Tambaú","8.46753239059419","2011-12-31"
"Jacutinga","7.87616198789733","2011-12-31"
"Pedrinhas","10","2011-12-31"
"Jussara","6.80571046688076","2011-12-31"
"Jaborandi","6.2908325406076","2011-12-31"
"Piratini","10","2011-12-31"
"Floresta Azul","8.23305550462626","2011-12-31"
"Guaíra","5.33388466180272","2011-12-31"
"Belém do Brejo do Cruz","7.58134647323119","2011-12-31"
"São Carlos do Ivaí","7.96194501788034","2011-12-31"
"Campos Novos","7.93318899399997","2011-12-31"
"Lagoa dos Gatos","5.60286904137244","2011-12-31"
"Santa Brígida","9.0843142149647","2011-12-31"
"Córrego Novo","9.08536095264076","2011-12-31"
"Nova Independência","9.76984863349178","2011-12-31"
"Quitandinha","7.63650541947787","2011-12-31"
"São João das Missões","10","2011-12-31"
"Rio Maria","6.46816759141568","2011-12-31"
"Francisco Santos","4.74133978272845","2011-12-31"
"Mercedes","6.85360540393073","2011-12-31"
"Guabiju","10","2011-12-31"
"Marajá do Sena","6.73781806901598","2011-12-31"
"Porto Alegre do Norte","6.96825327702142","2011-12-31"
"Morro Reuter","10","2011-12-31"
"Malhada de Pedras","6.38644520759088","2011-12-31"
"Vera Mendes","5.38364666536612","2011-12-31"
"Eldorado do Carajás","5.28100578644163","2011-12-31"
"Monte Belo do Sul","10","2011-12-31"
"Junco do Seridó","9.41361413797153","2011-12-31"
"Cambará do Sul","8.36535078005864","2011-12-31"
"Redentora","10","2011-12-31"
"Heliópolis","6.58664467004802","2011-12-31"
"Pradópolis","10","2011-12-31"
"Rio Branco","10","2011-12-31"
"Serrinha dos Pintos","5.24499346382667","2011-12-31"
"Bom Jesus","6.0692828826004","2011-12-31"
"Mesquita","9.30506204533468","2011-12-31"
"Iraceminha","10","2011-12-31"
"Fortim","9.15861749729646","2011-12-31"
"Mâncio Lima","5.96161624923092","2011-12-31"
"Bonito de Minas","8.86359579714444","2011-12-31"
"Xinguara","6.88810002288948","2011-12-31"
"Contendas do Sincorá","8.55535922237636","2011-12-31"
"Carnaubeira da Penha","6.03575847827314","2011-12-31"
"São José dos Quatro Marcos","6.83011343226982","2011-12-31"
"Lagoinha","9.12735235095885","2011-12-31"
"Estrela Velha","6.26731275531831","2011-12-31"
"Rondonópolis","10","2011-12-31"
"Santa Cruz de Monte Castelo","10","2011-12-31"
"Santa Cruz dos Milagres","7.7607009403075","2011-12-31"
"Olivença","8.70343676946423","2011-12-31"
"Álvares Machado","6.45349991620564","2011-12-31"
"Alegria","10","2011-12-31"
"Pindorama","9.84930720411643","2011-12-31"
"Itapaci","8.40790943983104","2011-12-31"
"Ouro Fino","7.40310503319891","2011-12-31"
"Veranópolis","10","2011-12-31"
"Jequié","9.80362720525712","2011-12-31"
"Euclides da Cunha Paulista","8.12245102769352","2011-12-31"
"Igarapava","9.13695361351372","2011-12-31"
"Vila Pavão","9.74386591049164","2011-12-31"
"Ibicuitinga","10","2011-12-31"
"Aripuanã","7.08728369842932","2011-12-31"
"Bodó","7.01640747867535","2011-12-31"
"Ourinhos","9.9904247623408","2011-12-31"
"Malhada","5.73404147181509","2011-12-31"
"Brasilândia","7.39678626170706","2011-12-31"
"Santo Antônio do Sudoeste","7.55922341483569","2011-12-31"
"Vertentes","7.31400059210831","2011-12-31"
"Redenção da Serra","10","2011-12-31"
"São João da Barra","9.87734886166772","2011-12-31"
"Tanque Novo","4.88161164074624","2011-12-31"
"Cachoeira Paulista","10","2011-12-31"
"Paulo Frontin","10","2011-12-31"
"Martinópole","5.83203896494571","2011-12-31"
"Santa Leopoldina","10","2011-12-31"
"Rio Rufino","7.87126312751919","2011-12-31"
"Aurelino Leal","6.23227304069916","2011-12-31"
"Piquet Carneiro","5.53900446634813","2011-12-31"
"Esteio","6.98745909400029","2011-12-31"
"Carutapera","10","2011-12-31"
"Currais","5.91879459926794","2011-12-31"
"Pedro Gomes","10","2011-12-31"
"Vargem Alta","10","2011-12-31"
"Saloá","8.41728112967343","2011-12-31"
"Cabeceiras do Piauí","6.85304036180808","2011-12-31"
"Palmital","10","2011-12-31"
"Emas","9.41403376049446","2011-12-31"
"Ponte Nova","10","2011-12-31"
"Pedro Velho","7.49272547606933","2011-12-31"
"Antonina","8.53021278431328","2011-12-31"
"Farias Brito","8.14445374901229","2011-12-31"
"Barra Funda","5.68044081328355","2011-12-31"
"São Caetano de Odivelas","7.35176580715654","2011-12-31"
"Boa Vista do Gurupi","10","2011-12-31"
"Deodápolis","4.88777213974325","2011-12-31"
"Diadema","8.38813874912471","2011-12-31"
"Potengi","5.28907701571767","2011-12-31"
"Santa Rosa de Lima","5.49048364572559","2011-12-31"
"São José do Divino","7.95851630540696","2011-12-31"
"Presidente Kennedy","5.27163713261236","2011-12-31"
"Serra Negra do Norte","5.38622669394362","2011-12-31"
"Rodeio","10","2011-12-31"
"Buritis","10","2011-12-31"
"Dom Pedrito","8.03836067841958","2011-12-31"
"Lagoa Santa","7.40175457480364","2011-12-31"
"Boa Ventura","8.17812140433347","2011-12-31"
"Gentio do Ouro","4.20360756962104","2011-12-31"
"São Sebastião do Caí","9.48549792247054","2011-12-31"
"Piên","10","2011-12-31"
"Riqueza","9.65139882013341","2011-12-31"
"Tacaratu","7.84490617431297","2011-12-31"
"Lajedão","7.44419536003072","2011-12-31"
"Cumaru","7.43571442795836","2011-12-31"
"Vale do Paraíso","5.32466588231844","2011-12-31"
"Brejinho","4.36221176779163","2011-12-31"
"Brasil Novo","5.46648507586277","2011-12-31"
"Xangri-lá","10","2011-12-31"
"Marmeleiro","7.48342452230324","2011-12-31"
"Campina Grande do Sul","10","2011-12-31"
"Curralinho","7.15972843447179","2011-12-31"
"Coronel Sapucaia","8.4239656683869","2011-12-31"
"Floraí","7.85255557846145","2011-12-31"
"Dezesseis de Novembro","10","2011-12-31"
"Jaboatão dos Guararapes","8.73025093389381","2011-12-31"
"Ivinhema","5.68886198749106","2011-12-31"
"Manaus","9.69415511265662","2011-12-31"
"Caracol","6.77218837207146","2011-12-31"
"Palmeiras","4.96487108517343","2011-12-31"
"Mimoso do Sul","9.90732600375615","2011-12-31"
"Nova Ramada","10","2011-12-31"
"Terra Alta","9.03435947528832","2011-12-31"
"São Francisco do Oeste","5.74797267716199","2011-12-31"
"Pedrinhas Paulista","10","2011-12-31"
"Barão de Antonina","9.99666834775017","2011-12-31"
"Lagoa de Itaenga","8.24859860873813","2011-12-31"
"Amaralina","8.24383243936946","2011-12-31"
"Patu","4.60042791922429","2011-12-31"
"São Bento","9.88845149060177","2011-12-31"
"Américo Brasiliense","9.62402334991055","2011-12-31"
"Rolim de Moura","6.04281706363206","2011-12-31"
"Bom Jesus do Tocantins","5.52028263395068","2011-12-31"
"Belmonte","10","2011-12-31"
"Vila Nova do Piauí","6.23920527021132","2011-12-31"
"Pontal do Araguaia","8.2076645946677","2011-12-31"
"Sambaíba","4.47643839177356","2011-12-31"
"Gramado Xavier","9.78620485217456","2011-12-31"
"Minaçu","6.30084636011534","2011-12-31"
"Telêmaco Borba","4.60985650007176","2011-12-31"
"Areias","10","2011-12-31"
"Quilombo","7.62216413853442","2011-12-31"
"Amarante","6.6612186250088","2011-12-31"
"Antônio Olinto","10","2011-12-31"
"Ibirarema","10","2011-12-31"
"Lagoa dos Três Cantos","10","2011-12-31"
"Sertânia","6.66625786629444","2011-12-31"
"Boquim","10","2011-12-31"
"Santa Terezinha do Tocantins","9.35056589209894","2011-12-31"
"Buriti de Goiás","7.96802565676541","2011-12-31"
"Monsenhor Tabosa","6.66629359528712","2011-12-31"
"Bom Jardim","9.35397604628104","2011-12-31"
"Cafeara","6.00128839620001","2011-12-31"
"Nova Redenção","7.6589844064749","2011-12-31"
"Cristalina","8.28241278581429","2011-12-31"
"Luiziana","10","2011-12-31"
"Ribeirão dos Índios","6.56106004967577","2011-12-31"
"Estrela de Alagoas","8.46123690718482","2011-12-31"
"Casa Branca","9.35646449991788","2011-12-31"
"Alenquer","7.22308316738824","2011-12-31"
"Sítio d'Abadia","10","2011-12-31"
"Cachoeira dos Índios","6.7783165742954","2011-12-31"
"Encruzilhada","4.27078380340979","2011-12-31"
"Curralinhos","10","2011-12-31"
"Lages","10","2011-12-31"
"Bom Jesus das Selvas","6.37984456084624","2011-12-31"
"Campos Verdes","7.83193196530015","2011-12-31"
"Arauá","10","2011-12-31"
"Reserva do Iguaçu","10","2011-12-31"
"Boa Hora","8.49007951712877","2011-12-31"
"Braga","8.33204599908315","2011-12-31"
"Pacaembu","4.77784854652665","2011-12-31"
"Jenipapo de Minas","7.00834003590697","2011-12-31"
"Rondolândia","8.34885439544709","2011-12-31"
"Quatá","8.78166471668455","2011-12-31"
"Prata do Piauí","7.95950466681975","2011-12-31"
"Paim Filho","6.51151194531821","2011-12-31"
"Balbinos","7.93667727910797","2011-12-31"
"Bom Jardim da Serra","7.5546452187625","2011-12-31"
"Tarabai","9.47657659422631","2011-12-31"
"Conquista D'Oeste","10","2011-12-31"
"Ponto Novo","7.367038346485","2011-12-31"
"Tupirama","9.43735871701139","2011-12-31"
"Taquaritinga","10","2011-12-31"
"Anori","6.4516548268799","2011-12-31"
"Iretama","6.24264068383979","2011-12-31"
"Hidrolina","5.69104248139191","2011-12-31"
"Caxias","10","2011-12-31"
"Iguaí","5.53808968880767","2011-12-31"
"Quixadá","10","2011-12-31"
"Jaguaripe","7.64792775008895","2011-12-31"
"Capivari de Baixo","10","2011-12-31"
"Primavera do Leste","10","2011-12-31"
"Tremedal","6.59788115583786","2011-12-31"
"Videira","10","2011-12-31"
"Xanxerê","10","2011-12-31"
"Jaguaraçu","10","2011-12-31"
"Surubim","10","2011-12-31"
"Vilhena","8.44291128331179","2011-12-31"
"Marechal Floriano","9.95983126701961","2011-12-31"
"Loreto","7.69509323155303","2011-12-31"
"Itabaianinha","10","2011-12-31"
"São José dos Ramos","6.43092820941115","2011-12-31"
"Nova Roma","6.73977416109419","2011-12-31"
"Constantina","7.33234498420808","2011-12-31"
"Nuporanga","8.63416910614522","2011-12-31"
"Remígio","7.39703044410332","2011-12-31"
"Axixá","9.51350213569507","2011-12-31"
"Colatina","9.0382272254315","2011-12-31"
"Avelinópolis","7.29548605533942","2011-12-31"
"Painel","10","2011-12-31"
"Miguel Alves","5.44559634940239","2011-12-31"
"Guaratinguetá","9.76252070831824","2011-12-31"
"Doutor Severiano","6.68867781334028","2011-12-31"
"Paulo de Faria","7.79845049159555","2011-12-31"
"Charrua","10","2011-12-31"
"Forquilhinha","7.82310133116676","2011-12-31"
"Pinhão","9.79205965059947","2011-12-31"
"Camargo","10","2011-12-31"
"Assis Brasil","9.3259523153721","2011-12-31"
"Canindé","9.23691924006165","2011-12-31"
"São Raimundo Nonato","7.35406749940867","2011-12-31"
"Conceição da Barra","10","2011-12-31"
"Sapezal","6.80871419998497","2011-12-31"
"Prata","7.37979858534758","2011-12-31"
"Turvo","10","2011-12-31"
"Nova Venécia","9.31177910755307","2011-12-31"
"Pedra Branca","7.71257627158527","2011-12-31"
"Juscimeira","6.54214092832897","2011-12-31"
"Gavião","5.48754588635747","2011-12-31"
"Cocos","5.06458364884311","2011-12-31"
"Parari","7.41512038802066","2011-12-31"
"Ipixuna do Pará","5.7496945255723","2011-12-31"
"Cajuru","5.22027614295256","2011-12-31"
"Pejuçara","9.57819905176848","2011-12-31"
"Alexânia","7.04092491451287","2011-12-31"
"Barra Mansa","8.80230939226015","2011-12-31"
"Lagoa do Piauí","6.86823495569498","2011-12-31"
"Engenheiro Beltrão","6.50273846205009","2011-12-31"
"Tibau do Sul","10","2011-12-31"
"Guapiara","10","2011-12-31"
"São Francisco do Piauí","6.83129278020556","2011-12-31"
"Chuvisca","10","2011-12-31"
"São Sebastião de Lagoa de Roça","8.93248705176906","2011-12-31"
"São Pedro das Missões","8.48291149610405","2011-12-31"
"Mulungu","8.66034023632307","2011-12-31"
"Porto Alegre do Tocantins","7.28225780497373","2011-12-31"
"Abatiá","5.72725432993702","2011-12-31"
"Cairu","6.73598932798747","2011-12-31"
"Ivaí","8.29080968109197","2011-12-31"
"Imperatriz","9.74476134609878","2011-12-31"
"Ibotirama","7.1716276561709","2011-12-31"
"Mazagão","10","2011-12-31"
"Salesópolis","8.07878919622918","2011-12-31"
"Maringá","10","2011-12-31"
"Padre Bernardo","6.68841978677248","2011-12-31"
"Rio de Contas","5.68045710189465","2011-12-31"
"Maximiliano de Almeida","6.48573135025948","2011-12-31"
"Recursolândia","9.93502513274686","2011-12-31"
"Chapadão do Sul","7.84716974116005","2011-12-31"
"Pombal","5.35049407705429","2011-12-31"
"Tapauá","9.96369511692041","2011-12-31"
"Acaraú","6.22834086822879","2011-12-31"
"Paulistânia","9.09692484589348","2011-12-31"
"Motuca","10","2011-12-31"
"Paulo Ramos","4.68736586443749","2011-12-31"
"Serrita","5.9597116735644","2011-12-31"
"Icaraí de Minas","10","2011-12-31"
"Nova Santa Rita","5.98110638418242","2011-12-31"
"Valparaíso de Goiás","8.64253586901775","2011-12-31"
"Guarujá","10","2011-12-31"
"Cachoeirinha","10","2011-12-31"
"Choró","10","2011-12-31"
"Cruzmaltina","10","2011-12-31"
"Gameleira","7.86487434703431","2011-12-31"
"Arroio do Meio","10","2011-12-31"
"Araranguá","9.50245066899238","2011-12-31"
"Marechal Thaumaturgo","7.73874695132285","2011-12-31"
"Chã de Alegria","9.02260958173355","2011-12-31"
"Tuntum","5.64834157868713","2011-12-31"
"Cardoso Moreira","5.479167760376","2011-12-31"
"Nova Módica","7.34673025760597","2011-12-31"
"Água Santa","10","2011-12-31"
"Bela Vista de Minas","10","2011-12-31"
"Seringueiras","7.54764636287493","2011-12-31"
"Boa Viagem","8.57489766655189","2011-12-31"
"Barra do Mendes","4.76923541400849","2011-12-31"
"Entre Rios do Sul","9.929722682431","2011-12-31"
"Abaetetuba","6.59514225331678","2011-12-31"
"São Miguel das Matas","4.27490345943011","2011-12-31"
"Piratuba","8.75137153233299","2011-12-31"
"Cássia","6.45878690696511","2011-12-31"
"Anicuns","9.25928420329396","2011-12-31"
"Sapucaia do Sul","7.5056533117977","2011-12-31"
"Cruzeiro do Iguaçu","8.05884829299324","2011-12-31"
"Santa Maria do Pará","5.19356338031154","2011-12-31"
"Baía da Traição","6.83268081805178","2011-12-31"
"Taquarana","8.1717873585834","2011-12-31"
"Parnamirim","7.07190592194069","2011-12-31"
"Governador Lindenberg","10","2011-12-31"
"Sombrio","7.61646062802556","2011-12-31"
"Batalha","6.05574720795983","2011-12-31"
"Santana de Parnaíba","10","2011-12-31"
"Santa Rosa do Sul","7.61592880627327","2011-12-31"
"Campo do Tenente","10","2011-12-31"
"Esperança do Sul","10","2011-12-31"
"Rio Real","5.98051964979744","2011-12-31"
"Tupã","8.84500962225634","2011-12-31"
"Duartina","7.13651473061755","2011-12-31"
"Brotas de Macaúbas","5.42365564588526","2011-12-31"
"Miranda do Norte","5.35843516262263","2011-12-31"
"Pontão","10","2011-12-31"
"Imaruí","8.05287398234772","2011-12-31"
"Tunápolis","8.04119436618515","2011-12-31"
"Camanducaia","8.01188777197979","2011-12-31"
"Bagé","8.49915402370659","2011-12-31"
"Cruzeiro do Sul","8.62349118501149","2011-12-31"
"Taquarussu","6.37336514127389","2011-12-31"
"Santa Lúcia","9.62347411462833","2011-12-31"
"Conceição do Lago-Açu","7.7628891371437","2011-12-31"
"Senador Pompeu","8.19864916076443","2011-12-31"
"Ribeirão do Largo","5.58858271598622","2011-12-31"
"Cromínia","7.08691099396281","2011-12-31"
"Boa Nova","8.32218887595848","2011-12-31"
"Barrolândia","9.84506203269155","2011-12-31"
"Alvorada do Gurguéia","6.35517314484833","2011-12-31"
"Marcos Parente","6.25381820995536","2011-12-31"
"Santa Maria Madalena","6.58573102007184","2011-12-31"
"Pitanga","10","2011-12-31"
"São Manoel do Paraná","8.95308732954363","2011-12-31"
"Santana","10","2011-12-31"
"Diamante","8.4716322244756","2011-12-31"
"Areiópolis","10","2011-12-31"
"Três Barras do Paraná","6.36101856752126","2011-12-31"
"Quedas do Iguaçu","6.02812965776052","2011-12-31"
"Conde","9.33241877819201","2011-12-31"
"Pinhal","8.44970417663906","2011-12-31"
"São Domingos","6.65754634430803","2011-12-31"
"Morro da Fumaça","6.28596882235518","2011-12-31"
"Barcelona","9.18701332220827","2011-12-31"
"Granja","9.85918064896764","2011-12-31"
"Rolândia","8.58285438458389","2011-12-31"
"Magda","4.99523506378807","2011-12-31"
"Protásio Alves","10","2011-12-31"
"Guaraqueçaba","8.42048786029899","2011-12-31"
"Rosário do Catete","10","2011-12-31"
"Nantes","7.90238224071831","2011-12-31"
"Maués","6.7050452757255","2011-12-31"
"Canarana","4.34037652478508","2011-12-31"
"Tibagi","6.33554997672535","2011-12-31"
"Serra Negra","7.96126286114109","2011-12-31"
"Santa Luzia do Pará","7.42888842517924","2011-12-31"
"Santo Antônio do Descoberto","5.30052924260578","2011-12-31"
"Jatobá","7.94425084981067","2011-12-31"
"Canabrava do Norte","9.42136833714194","2011-12-31"
"Coronel José Dias","6.59854472992019","2011-12-31"
"Chapada de Areia","10","2011-12-31"
"Barra do Chapéu","9.3259288049461","2011-12-31"
"Carneiros","8.2321954237826","2011-12-31"
"Josenópolis","7.64770290792417","2011-12-31"
"Governador Edison Lobão","8.18697413970803","2011-12-31"
"Normandia","5.41821270016413","2011-12-31"
"Sapopema","8.23394464465679","2011-12-31"
"Ibipeba","3.62747653729953","2011-12-31"
"Mirinzal","4.76574229533317","2011-12-31"
"Ponta Grossa","9.28797750782521","2011-12-31"
"Doutor Ricardo","9.79752961763436","2011-12-31"
"Jaguapitã","10","2011-12-31"
"Sapé","6.12116716667165","2011-12-31"
"Melgaço","6.68780511942825","2011-12-31"
"Santa Cruz do Sul","10","2011-12-31"
"Santana do Paraíso","7.39608592924269","2011-12-31"
"Simplício Mendes","5.96249706937853","2011-12-31"
"Silves","4.04784939422047","2011-12-31"
"Amapá do Maranhão","9.69820545277511","2011-12-31"
"Ponte Alta do Norte","9.37949840283911","2011-12-31"
"América Dourada","4.70953235455372","2011-12-31"
"São José do Rio Claro","10","2011-12-31"
"Salgueiro","8.2918607158666","2011-12-31"
"Teofilândia","10","2011-12-31"
"Guaratuba","8.52794565912482","2011-12-31"
"São João da Boa Vista","9.07346893014018","2011-12-31"
"Santa Maria do Herval","10","2011-12-31"
"Araruna","5.31472709003891","2011-12-31"
"Ouro Branco","7.29960821365664","2011-12-31"
"Conde","9.70515727846493","2011-12-31"
"Bela Vista de Goiás","10","2011-12-31"
"Ventania","5.17211506772187","2011-12-31"
"Manari","9.1413945505371","2011-12-31"
"Açu","8.00756004561455","2011-12-31"
"Lagoa do Tocantins","10","2011-12-31"
"Salgadinho","10","2011-12-31"
"Caturité","10","2011-12-31"
"Buenos Aires","10","2011-12-31"
"Taquaritinga do Norte","6.09193769858982","2011-12-31"
"Aroazes","5.70683966546691","2011-12-31"
"Capão Alto","9.93516671242975","2011-12-31"
"Vista Gaúcha","7.23533478256046","2011-12-31"
"Codajás","6.655541315044","2011-12-31"
"Águas de São Pedro","10","2011-12-31"
"Espigão D'Oeste","9.93909078182624","2011-12-31"
"São Miguel do Tocantins","7.86153283356874","2011-12-31"
"Santo Antônio do Leste","10","2011-12-31"
"Ribeirão Bonito","8.52771186638393","2011-12-31"
"São João do Sul","7.43444306631446","2011-12-31"
"Tobias Barreto","5.41414604179236","2011-12-31"
"Xambioá","10","2011-12-31"
"Pilar","4.55533322502482","2011-12-31"
"Sanharó","7.399200883557","2011-12-31"
"Umbaúba","8.48121706914398","2011-12-31"
"Catolé do Rocha","5.77286527953007","2011-12-31"
"Estrela","10","2011-12-31"
"Vila Rica","5.15783804251092","2011-12-31"
"Deputado Irapuan Pinheiro","6.25775181957103","2011-12-31"
"Estrela do Norte","10","2011-12-31"
"Santa Maria das Barreiras","6.49370672588965","2011-12-31"
"José Boiteux","8.14896190700738","2011-12-31"
"Alvorada","6.87742644957614","2011-12-31"
"Buriti dos Montes","8.33176360192919","2011-12-31"
"Rio Bom","10","2011-12-31"
"Caapiranga","5.87977674971696","2011-12-31"
"Guararema","8.99825314488329","2011-12-31"
"Santa Quitéria do Maranhão","4.4562819032059","2011-12-31"
"São Félix do Tocantins","8.16837467908369","2011-12-31"
"Rio de Janeiro","10","2011-12-31"
"Chaves","10","2011-12-31"
"Boracéia","10","2011-12-31"
"Sertãozinho","10","2011-12-31"
"Blumenau","8.37150859337047","2011-12-31"
"Juripiranga","7.36838956631847","2011-12-31"
"São Francisco do Sul","10","2011-12-31"
"Goianésia","6.86656936154825","2011-12-31"
"Francisco Badaró","8.43973589804614","2011-12-31"
"Lavras do Sul","7.18756271575139","2011-12-31"
"Ibirama","8.33167350848685","2011-12-31"
"Triunfo","7.08885263428262","2011-12-31"
"Dona Emma","9.01513148138398","2011-12-31"
"Maravilha","10","2011-12-31"
"Quixelô","5.94793343818766","2011-12-31"
"Santa Rita do Novo Destino","6.76997093506784","2011-12-31"
"Armazém","8.97577822879606","2011-12-31"
"São José do Belmonte","6.3420518543911","2011-12-31"
"Pedra Preta","10","2011-12-31"
"Brejo Grande do Araguaia","4.85450989321046","2011-12-31"
"Morro do Chapéu","4.7531300271775","2011-12-31"
"Itaqui","7.59798943026719","2011-12-31"
"Piracanjuba","6.45424266903332","2011-12-31"
"Itatira","9.90601731672013","2011-12-31"
"Bandeirantes","8.07763680718888","2011-12-31"
"Sertão","9.60556283941673","2011-12-31"
"São José do Rio Pardo","9.05918863849796","2011-12-31"
"Hidrolândia","8.36702994161868","2011-12-31"
"Romaria","5.59741621709201","2011-12-31"
"Nossa Senhora do Livramento","7.70278499301634","2011-12-31"
"São Sebastião da Boa Vista","5.59711577910871","2011-12-31"
"Nova Brasilândia D'Oeste","5.67935505841747","2011-12-31"
"Monte do Carmo","6.80886843296532","2011-12-31"
"Nova Pádua","9.06989205758077","2011-12-31"
"Soure","5.39563745011581","2011-12-31"
"Igaratá","10","2011-12-31"
"Morro Grande","5.46628439514705","2011-12-31"
"Novo Machado","8.90610528062652","2011-12-31"
"Balsas","5.48544288159751","2011-12-31"
"Divinópolis de Goiás","4.48749414352443","2011-12-31"
"Dois Vizinhos","8.23827093245523","2011-12-31"
"Governador Celso Ramos","10","2011-12-31"
"Santa Maria de Jetibá","10","2011-12-31"
"Tapejara","9.21883299687892","2011-12-31"
"Sinimbu","8.59155847732612","2011-12-31"
"Cruzeiro","9.30208208592815","2011-12-31"
"Lassance","6.77618818876229","2011-12-31"
"Monte Alegre dos Campos","7.28795873519034","2011-12-31"
"Buriti Bravo","5.17961150783998","2011-12-31"
"São Jerônimo da Serra","6.71640903254325","2011-12-31"
"Candiota","9.70019046684689","2011-12-31"
"Rio Preto da Eva","7.00141334805915","2011-12-31"
"Cerro Corá","7.45957119695558","2011-12-31"
"Juru","4.09911411799348","2011-12-31"
"Humaitá","4.66300160676256","2011-12-31"
"Nova Russas","6.51211724815416","2011-12-31"
"Brejinho de Nazaré","6.48864460544344","2011-12-31"
"Macuco","6.19858867171858","2011-12-31"
"São Sebastião do Rio Preto","6.3377136492014","2011-12-31"
"Visconde do Rio Branco","6.37988022510994","2011-12-31"
"Eugênio de Castro","10","2011-12-31"
"Abel Figueiredo","5.19067630507456","2011-12-31"
"Uruana","8.8953649150747","2011-12-31"
"Heliodora","10","2011-12-31"
"Promissão","9.81783662001769","2011-12-31"
"Augusto Severo","5.61313952755514","2011-12-31"
"Catu","9.55357055197415","2011-12-31"
"Nazaré da Mata","10","2011-12-31"
"Herval d'Oeste","9.2476244135153","2011-12-31"
"Itacajá","6.6136235446002","2011-12-31"
"Clementina","9.44222267516599","2011-12-31"
"Sítio do Quinto","5.24785962438556","2011-12-31"
"Cássia dos Coqueiros","8.2044448895726","2011-12-31"
"Santa Clara d'Oeste","10","2011-12-31"
"Bujari","9.47518337720911","2011-12-31"
"General Sampaio","10","2011-12-31"
"União da Serra","10","2011-12-31"
"São José do Calçado","7.45922661509934","2011-12-31"
"Cruz das Almas","8.15539293719098","2011-12-31"
"Mariápolis","6.4957982978693","2011-12-31"
"Delfinópolis","9.54777365597067","2011-12-31"
"Santa Cruz","8.29160441984712","2011-12-31"
"Porto Amazonas","7.50112570610129","2011-12-31"
"São Domingos do Norte","7.1788574897099","2011-12-31"
"Nova Cruz","8.76987999869211","2011-12-31"
"Ocara","8.99207105021156","2011-12-31"
"Urussanga","7.84232415217651","2011-12-31"
"Cachoeira Dourada","8.16703025947943","2011-12-31"
"Caldas Novas","10","2011-12-31"
"Pimenta","8.1130200328879","2011-12-31"
"Eldorado do Sul","10","2011-12-31"
